"","unknown_id","id","used_name","full_name","gender","height_in_cm","weight_in_kg","birth_date","birth_date_Olympedia","age","age_Olympedia","death_date","birth_country","birth_country_Olympedia","birth_country_full","birth_country_full_Olympedia","birth_country_full (2024 imported too)","birth_region_2024","birth_region_Olympedia","birth_city_Olympedia","latitude","longitude","year","sport","team","gapminder_countryname","event","medal","place","tied","season","event_unmodified","GDP per capita, PPP (constant 2021 international $)","GDP total, PPP (constant 2021 international $)","GDP per capita growth (%)","Population","Gini","Roles","Born","Died","NOC","Affiliations","Nick/petnames","Title(s)","Other names","Nationality","Original name","Name order"
"11","294844","144697","Kojiro Horimizu","Kojiro Horimizu","Male",NA,NA,"1 January 1982","1 January 1982","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Shooting","JPN","Japan","Air Pistol, 10 metres, Team, Mixed",NA,"20","0","Summer Olympics","Air Pistol, 10 metres, Team, Mixed","43238.29661981291","5461193294663.91","0.961352903303674","126304543","32.1","Competed in Olympic Games","1 January 1982",NA,"Japan","Kagawa Prefectural Police (JPN)",NA,NA,NA,NA,"堀水•宏次郎",NA
"12","281025","133664","Eduardo Álvarez","Eduardo Álvarez Aznar","Male","173","67","1 January 1984","1 January 1984","36","36",NA,"ESP","ESP","Spain","Spain",NA,NA,"Madrid","Madrid",NA,NA,"2020","Equestrian Jumping","ESP","Spain","Individual, Open",NA,"31","1","Summer Olympics","Individual, Open","41038.98149599646","1956717666809.56","0.88399810699391","47679489","36.2","Competed in Olympic Games","1 January 1984 in Madrid, Madrid (ESP)",NA,"Spain",NA,NA,NA,NA,NA,NA,NA
"13","275446","129928","Enas Mostafa","Enas Mostafa Youssef Khurshid Ahmed","Female","165","69","1 January 1989","1 January 1989","31","31",NA,"EGY","EGY","Egypt","Egypt",NA,NA,"Al-Iskanderiya","Al-Iskanderiya (Alexandria)",NA,NA,"2020","Wrestling","EGY","Egypt","Light-Heavyweight, Freestyle, Women",NA,"14","0","Summer Olympics","Light-Heavyweight, Freestyle, Women","15572.78131149119","1702340520090.54","1.01770968731885","109315124","31.8","Competed in Olympic Games","1 January 1989 in Al-Iskanderiya (Alexandria), Al-Iskanderiya (EGY)",NA,"Egypt","El Moasasa / Alexandria",NA,NA,NA,NA,"ايناس•مصطفى يوسف خورشيد أحمد",NA
"14","292079","142383","Yohanes Ghebregergis","Yohanes Ghebregergis","Male",NA,NA,"1 January 1989","1 January 1989","31","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Athletics","ERI","Eritrea","Marathon, Men",NA,"22","0","Summer Olympics","Marathon, Men","no_data","no_data","no_data","3291271","40","Competed in Olympic Games","1 January 1989",NA,"Eritrea",NA,NA,NA,NA,NA,NA,NA
"15","295010","144838","Mercy Moim","Mercy Sukuku Moim","Female","183",NA,"1 January 1989","1 January 1989","31","31",NA,"KEN",NA,"Kenya",NA,NA,NA,NA,NA,NA,NA,"2020","Volleyball","KEN","Kenya","Volleyball, Women",NA,"12","0","Summer Olympics","Volleyball, Women","5079.927728355041","265260282887.376","0.977430204972555","52217334","40.8","Competed in Olympic Games • Other","1 January 1989",NA,"Kenya","KCB Rugby Club, Nairobi (KEN)","Memo",NA,NA,NA,NA,NA
"16","259130","121339","Lenur Temirov","Lenur Serverovych Temirov","Male","167","66","1 January 1990","1 January 1990","30","30",NA,"UZB","UZB","Uzbekistan","Uzbekistan",NA,NA,"Toshkent Viloyati","Olmaliq",NA,NA,"2020","Wrestling","UKR","Ukraine","Featherweight, Greco-Roman, Men",NA,"5","1","Summer Olympics","Featherweight, Greco-Roman, Men","17285.904296875","772334445987.035","0.968983469747893","44680014","25","Competed in Olympic Games","1 January 1990 in Olmaliq, Toshkent Viloyati (UZB)",NA,"Ukraine","Dynamo, Ukraine",NA,NA,NA,NA,"Ленур Серверович•Теміров",NA
"17","260412","122055","Mohamed Mrabet","Mohamed Ali Mrabet","Male","182","84","1 January 1990","1 January 1990","30","30",NA,"QAT","QAT","Qatar","Qatar",NA,NA,"Ad-Dawhah","Ad-Dawhah (Doha)",NA,NA,"2020","Canoe Sprint","TUN","Tunisia","Kayak Singles, 1,000 metres, Men",NA,"24","0","Summer Olympics","Kayak Singles, 1,000 metres, Men","11720.5042152279","140341985541.879","0.905633016413003","11974057","35.8","Competed in Olympic Games","1 January 1990 in Ad-Dawhah (Doha), Ad-Dawhah (QAT)",NA,"Tunisia",NA,NA,NA,NA,NA,"محمد•مرابط",NA
"18","292075","142378","Nazret Weldu","Nazret Weldu Gebrehiwet","Female",NA,NA,"1 January 1990","1 January 1990","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Athletics","ERI","Eritrea","Marathon, Women",NA,"43","0","Summer Olympics","Marathon, Women","no_data","no_data","no_data","3291271","40","Competed in Olympic Games • Other","1 January 1990",NA,"Eritrea",NA,NA,NA,NA,NA,NA,NA
"19","251371","117835","Peter Burling","Peter Burling","Male","186","82","1 January 1991","1 January 1991","29","29",NA,"NZL","NZL","New Zealand","New Zealand",NA,NA,"Bay of Plenty","Tauranga",NA,NA,"2020","Sailing","NZL","New Zealand","Skiff, Men","Silver","2","0","Summer Olympics","Skiff, Men","46289.3858621558","234682325935.614","0.974036984335492","5069895","35","Competed in Olympic Games • Other","1 January 1991 in Tauranga, Bay of Plenty (NZL)",NA,"New Zealand","Tauranga Yacht and Power Boat Club, Tauranga (NZL)","Pistol",NA,NA,NA,NA,NA
"20","283907","135638","Paulo Amotun","Paulo Amotun Lokoro","Male","170","61","1 January 1992","1 January 1992","28","28",NA,"SSD",NA,"South Sudan",NA,NA,NA,NA,NA,NA,NA,"2020","Athletics","EOR","Refugee Olympic Team","1,500 metres, Men",NA,"13","0","Summer Olympics","1,500 metres, Men","no_data","no_data","no_data",NA,"no_data","Competed in Olympic Games","1 January 1992 in ? (SSD)",NA,"Refugee Olympic Team","Tegla Loroupe Foundation, KEN",NA,NA,NA,NA,NA,NA
"21","292057","142361","Dina Pouryounes","Dina Pouryounes Langeroudi","Female",NA,NA,"1 January 1992","1 January 1992","28","28",NA,"IRI",NA,"Iran",NA,NA,NA,NA,NA,NA,NA,"2020","Taekwondo","EOR","Refugee Olympic Team","Flyweight, Women",NA,"11","1","Summer Olympics","Flyweight, Women","no_data","no_data","no_data",NA,"no_data","Competed in Olympic Games","1 January 1992 in ? (IRI)",NA,"Refugee Olympic Team",NA,NA,NA,NA,NA,"دینا•پوریونس لنگرودی",NA
"22","268566","126849","Vladislav Yakovlev","Vladislav Pavlovich Yakovlev","Male","188","85","1 January 1993","1 January 1993","27","27",NA,"KAZ","KAZ","Kazakhstan","Kazakhstan",NA,NA,"Quaraghandy","Temirtau",NA,NA,"2020","Rowing","KAZ","Kazakhstan","Single Sculls, Men",NA,"19","0","Summer Olympics","Single Sculls, Men","33251.43164148961","647808281657.002","0.962420165494989","19482117","26.9","Competed in Olympic Games","1 January 1993 in Temirtau, Quaraghandy (KAZ)",NA,"Kazakhstan","Turkistan Regional Aquatic Sports Association (KAZ)","Vlad",NA,NA,NA,"Владислав Павлович•Яковлев",NA
"23","273830","128898","Agustina Albertario","Agustina Albertario","Female","165","55","1 January 1993","1 January 1993","27","27",NA,"ARG","ARG","Argentina","Argentina",NA,NA,"Provincia de Buenos Aires","Lomas de Zamora",NA,NA,"2020","Hockey","ARG","Argentina","Hockey, Women","Silver","2","0","Summer Olympics","Hockey, Women","23785.78438056429","1074926335224","0.892297267722506","45191965","42.4","Competed in Olympic Games • Competed in Youth Olympic Games","1 January 1993 in Lomas de Zamora, Provincia de Buenos Aires (ARG)",NA,"Argentina","Lomas Athletic, Lomas de Zamora (ARG)","Agus",NA,NA,NA,NA,NA
"24","277326","131130","Sifan Hassan","Sifan Hassan","Female","170","49","1 January 1993","1 January 1993","27","27",NA,"ETH","ETH","Ethiopia","Ethiopia",NA,NA,"Oromiya","Adama",NA,NA,"2020","Athletics","NED","Netherlands","1,500 metres, Women","Bronze","3","0","Summer Olympics","1,500 metres, Women","64080.83028934991","1130176366069.91","0.955814444907526","17636731","28.2","Competed in Olympic Games","1 January 1993 in Adama, Oromiya (ETH)",NA,"Netherlands","Eindhoven Atletiek",NA,NA,NA,NA,NA,NA
"25","277327","131130","Sifan Hassan","Sifan Hassan","Female","170","49","1 January 1993","1 January 1993","27","27",NA,"ETH","ETH","Ethiopia","Ethiopia",NA,NA,"Oromiya","Adama",NA,NA,"2020","Athletics","NED","Netherlands","5,000 metres, Women","Gold","1","0","Summer Olympics","5,000 metres, Women","64080.83028934991","1130176366069.91","0.955814444907526","17636731","28.2","Competed in Olympic Games","1 January 1993 in Adama, Oromiya (ETH)",NA,"Netherlands","Eindhoven Atletiek",NA,NA,NA,NA,NA,NA
"26","277328","131130","Sifan Hassan","Sifan Hassan","Female","170","49","1 January 1993","1 January 1993","27","27",NA,"ETH","ETH","Ethiopia","Ethiopia",NA,NA,"Oromiya","Adama",NA,NA,"2020","Athletics","NED","Netherlands","10,000 metres, Women","Gold","1","0","Summer Olympics","10,000 metres, Women","64080.83028934991","1130176366069.91","0.955814444907526","17636731","28.2","Competed in Olympic Games","1 January 1993 in Adama, Oromiya (ETH)",NA,"Netherlands","Eindhoven Atletiek",NA,NA,NA,NA,NA,NA
"27","297467","146933","Hatice Kübra İlgün","Hatice Kübra İlgün","Female",NA,NA,"1 January 1993","1 January 1993","27","27",NA,"TUR",NA,"Turkey",NA,NA,NA,NA,NA,NA,NA,"2020","Taekwondo","TUR","Turkey","Featherweight, Women","Bronze","3","1","Summer Olympics","Featherweight, Women","28649.55520288651","2466488682463.9","1.00876186370101","86091692","41.9","Competed in Olympic Games","1 January 1993",NA,"Türkiye",NA,NA,NA,NA,NA,NA,NA
"28","269214","127276","Katya Galstyan","Katya Galstyan","Female","163","57","1 January 1993","1 January 1993","29","29",NA,"ARM","ARM","Armenia","Armenia",NA,NA,"Shirak","Gyumri",NA,NA,"2022","Cross Country Skiing","ARM","Armenia","Sprint, Women",NA,"79","0","Winter Olympics","Sprint, Women","19100.24563079421","55025401031.3686","1.13025418517299","2880874","32.6","Competed in Olympic Games","1 January 1993 in Gyumri, Shirak (ARM)",NA,"Armenia","Ashotsk Cross-Country School, Ashotsk (ARM)",NA,NA,NA,NA,"Կատյա•Գալստյան",NA
"29","269215","127276","Katya Galstyan","Katya Galstyan","Female","163","57","1 January 1993","1 January 1993","29","29",NA,"ARM","ARM","Armenia","Armenia",NA,NA,"Shirak","Gyumri",NA,NA,"2022","Cross Country Skiing","ARM","Armenia","10 kilometres, Women",NA,"74","0","Winter Olympics","10 kilometres, Women","19100.24563079421","55025401031.3686","1.13025418517299","2880874","32.6","Competed in Olympic Games","1 January 1993 in Gyumri, Shirak (ARM)",NA,"Armenia","Ashotsk Cross-Country School, Ashotsk (ARM)",NA,NA,NA,NA,"Կատյա•Գալստյան",NA
"30","279442","132550","David Morgan","David Morgan","Male","184","82","1 January 1994","1 January 1994","26","26",NA,"GBR","GBR","United Kingdom","United Kingdom",NA,NA,"Wales","Penarth",NA,NA,"2020","Swimming","AUS","Australia","100 metres Butterfly, Men",NA,"30","0","Summer Olympics","100 metres Butterfly, Men","56298.19556626624","1449328980335.08","0.984435636989731","25743791","32.3","Competed in Olympic Games","1 January 1994 in Penarth, Wales (GBR)",NA,"Australia","TSS Aquatic Club (Gold Coast, QLD, AUS)",NA,NA,NA,NA,NA,NA
"31","279443","132550","David Morgan","David Morgan","Male","184","82","1 January 1994","1 January 1994","26","26",NA,"GBR","GBR","United Kingdom","United Kingdom",NA,NA,"Wales","Penarth",NA,NA,"2020","Swimming","AUS","Australia","200 metres Butterfly, Men",NA,"35","0","Summer Olympics","200 metres Butterfly, Men","56298.19556626624","1449328980335.08","0.984435636989731","25743791","32.3","Competed in Olympic Games","1 January 1994 in Penarth, Wales (GBR)",NA,"Australia","TSS Aquatic Club (Gold Coast, QLD, AUS)",NA,NA,NA,NA,NA,NA
"32","279444","132550","David Morgan","David Morgan","Male","184","82","1 January 1994","1 January 1994","26","26",NA,"GBR","GBR","United Kingdom","United Kingdom",NA,NA,"Wales","Penarth",NA,NA,"2020","Swimming","AUS","Australia","4 × 100 metres Medley Relay, Men",NA,"5","0","Summer Olympics","4 × 100 metres Medley Relay, Men","56298.19556626624","1449328980335.08","0.984435636989731","25743791","32.3","Competed in Olympic Games","1 January 1994 in Penarth, Wales (GBR)",NA,"Australia","TSS Aquatic Club (Gold Coast, QLD, AUS)",NA,NA,NA,NA,NA,NA
"33","292056","142360","Luna Solomon","Luna Solomon","Female",NA,NA,"1 January 1994","1 January 1994","26","26",NA,"ERI",NA,"Eritrea",NA,NA,NA,NA,NA,NA,NA,"2020","Shooting","EOR","Refugee Olympic Team","Air Rifle, 10 metres, Women",NA,"50","0","Summer Olympics","Air Rifle, 10 metres, Women","no_data","no_data","no_data",NA,"no_data","Competed in Olympic Games","1 January 1994 in ? (ERI)",NA,"Refugee Olympic Team",NA,NA,NA,NA,NA,NA,NA
"34","296756","146318","Viviana Bejinariu","Viviana Iuliana Bejinariu","Female","178",NA,"1 January 1994","1 January 1994","26","26",NA,"ROU","ROU","Romania","Romania",NA,NA,"Suceava","Siret",NA,NA,"2020","Rowing","ROU","Romania","Eights, Women",NA,"6","0","Summer Olympics","Eights, Women","35651.6301826816","691373133117.117","0.968544584387084","19392469","28.3","Competed in Olympic Games","1 January 1994 in Siret, Suceava (ROU)",NA,"Romania","CS Dinamo Bucuresti (ROU)",NA,NA,NA,NA,NA,NA
"35","298312","147606","Ahmed Ayash","Ahmed Ayash","Male",NA,NA,"1 January 1994","1 January 1994","26","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Judo","YEM","Yemen","Lightweight, Men",NA,"32","1","Summer Olympics","Lightweight, Men","1227.282572338194","49650680812.9115","1","36134863","36.7","Competed in Olympic Games • Other","1 January 1994",NA,"Yemen",NA,NA,NA,NA,NA,"احمد•عياش",NA
"36","270628","127745","Ben Cavet","Benjamin ""Ben"" Cavet","Male","180","70","1 January 1994","1 January 1994","28","28",NA,"GBR","GBR","United Kingdom","United Kingdom",NA,NA,"England","Maidstone",NA,NA,"2022","Freestyle Skiing","FRA","France","Moguls, Men",NA,"4","0","Winter Olympics","Moguls, Men","54988.33457999342","3644484341187.06","1.02142731649329","66277409","32.7","Competed in Olympic Games","1 January 1994 in Maidstone, England (GBR)",NA,"France","SC Chatel (FRA)",NA,NA,NA,NA,NA,NA
"37","285799","136799","Daniela Kadeva","Daniela L. Kadeva","Female","174","67","1 January 1994","1 January 1994","28","28",NA,"BUL","BUL","Bulgaria","Bulgaria",NA,NA,"Blagoevgrad","Bansko",NA,NA,"2022","Biathlon","BUL","Bulgaria","7.5 kilometres Sprint, Women",NA,"84","0","Winter Olympics","7.5 kilometres Sprint, Women","32510.04098852803","221909118422.117","1.10559716540161","6825864","37.4","Competed in Olympic Games • Competed in Youth Olympic Games","1 January 1994 in Bansko, Blagoevgrad (BUL)",NA,"Bulgaria","Bansko (BUL)",NA,NA,NA,NA,"Даниела•Кадева",NA
"38","285800","136799","Daniela Kadeva","Daniela L. Kadeva","Female","174","67","1 January 1994","1 January 1994","28","28",NA,"BUL","BUL","Bulgaria","Bulgaria",NA,NA,"Blagoevgrad","Bansko",NA,NA,"2022","Biathlon","BUL","Bulgaria","15 kilometres, Women",NA,"86","0","Winter Olympics","15 kilometres, Women","32510.04098852803","221909118422.117","1.10559716540161","6825864","37.4","Competed in Olympic Games • Competed in Youth Olympic Games","1 January 1994 in Bansko, Blagoevgrad (BUL)",NA,"Bulgaria","Bansko (BUL)",NA,NA,NA,NA,"Даниела•Кадева",NA
"39","285801","136799","Daniela Kadeva","Daniela L. Kadeva","Female","174","67","1 January 1994","1 January 1994","28","28",NA,"BUL","BUL","Bulgaria","Bulgaria",NA,NA,"Blagoevgrad","Bansko",NA,NA,"2022","Biathlon","BUL","Bulgaria","4 × 6 kilometres Relay, Women",NA,"18","0","Winter Olympics","4 × 6 kilometres Relay, Women","32510.04098852803","221909118422.117","1.10559716540161","6825864","37.4","Competed in Olympic Games • Competed in Youth Olympic Games","1 January 1994 in Bansko, Blagoevgrad (BUL)",NA,"Bulgaria","Bansko (BUL)",NA,NA,NA,NA,"Даниела•Кадева",NA
"40","289174","138226","Özlem Çarıkçıoğlu","Özlem Çarıkçıoğlu","Female",NA,NA,"1 January 1994","1 January 1994","28","28",NA,"TUR","TUR","Turkey","Turkey",NA,NA,"İstanbul","İstanbul",NA,NA,"2022","Alpine Skiing","TUR","Turkey","Giant Slalom, Women",NA,"48","0","Winter Olympics","Giant Slalom, Women","33061.06115470192","2878245499887.96","1.04499499757858","87058473","41.9","Competed in Olympic Games","1 January 1994 in İstanbul, İstanbul (TUR)",NA,"Türkiye","AKUT Spor Kulubu Dernegi Kar Sporlari Bransi, Istanbul",NA,NA,NA,NA,NA,NA
"41","289175","138226","Özlem Çarıkçıoğlu","Özlem Çarıkçıoğlu","Female",NA,NA,"1 January 1994","1 January 1994","28","28",NA,"TUR","TUR","Turkey","Turkey",NA,NA,"İstanbul","İstanbul",NA,NA,"2022","Alpine Skiing","TUR","Turkey","Slalom, Women",NA,"49","0","Winter Olympics","Slalom, Women","33061.06115470192","2878245499887.96","1.04499499757858","87058473","41.9","Competed in Olympic Games","1 January 1994 in İstanbul, İstanbul (TUR)",NA,"Türkiye","AKUT Spor Kulubu Dernegi Kar Sporlari Bransi, Istanbul",NA,NA,NA,NA,NA,NA
"42","277857","131475","Anjelina Nadai Lohalith","Anjelina Nadai Lohalith","Female","163","50","1 January 1995","1 January 1995","25","25",NA,"SSD",NA,"South Sudan",NA,NA,NA,NA,NA,NA,NA,"2020","Athletics","EOR","Refugee Olympic Team","1,500 metres, Women",NA,"14","0","Summer Olympics","1,500 metres, Women","no_data","no_data","no_data",NA,"no_data","Competed in Olympic Games","1 January 1995 in ? (SSD)",NA,"Refugee Olympic Team","Tegla Loroupe Foundation, KEN",NA,NA,NA,NA,NA,NA
"43","284220","135834","Eloi Maniraguha","Eloi Maniraguha","Male",NA,NA,"1 January 1995","1 January 1995","25","25",NA,"RWA",NA,"Rwanda",NA,NA,NA,NA,NA,NA,NA,"2020","Swimming","RWA","Rwanda","50 metres Freestyle, Men",NA,"55","0","Summer Olympics","50 metres Freestyle, Men","2502.740787959581","32700403188.7314","0.943379884106444","13065837","45.1","Competed in Olympic Games","1 January 1995 in ? (RWA)",NA,"Rwanda",NA,NA,NA,NA,NA,NA,NA
"44","286621","137106","Lauri Vuorinen","Lauri Vuorinen","Male","172","72","1 January 1995","1 January 1995","27","27",NA,"FIN",NA,"Finland",NA,NA,NA,NA,NA,NA,NA,"2022","Cross Country Skiing","FIN","Finland","Sprint, Men",NA,"14","0","Winter Olympics","Sprint, Men","58401.61921595249","325256079497.785","1.01060265416216","5569299","27.1","Competed in Olympic Games","1 January 1995 in Perniö, Salo, Varsinais-Suomi (FIN)",NA,"Finland","Kouvolan Hiihtoseura",NA,NA,NA,NA,NA,NA
"45","280414","133201","Yu Hexin","Yu Hexin","Male","194","87","1 January 1996","1 January 1996","24","24",NA,"CHN","CHN","China","China",NA,NA,"Guangdong","Guangzhou (Canton)",NA,NA,"2020","Swimming","CHN","China","50 metres Freestyle, Men",NA,"21","0","Summer Olympics","50 metres Freestyle, Men","18833.78470331159","26858975119642.8","1.01995558041921","1426106093","39.1","Competed in Olympic Games • Competed in Youth Olympic Games","1 January 1996 in Guangzhou (Canton), Guangdong (CHN)",NA,"People's Republic of China","Guangdong Province (Guangzhou, CHN)",NA,NA,NA,NA,"余•贺新",NA
"46","278769","132066","Chloé Dygert","Chloé Dygert (-Owen-)","Female","176","66","1 January 1997","1 January 1997","23","23",NA,"USA","USA","United States","United States",NA,NA,"Indiana","Brownsburg",NA,NA,"2020","Cycling Track","USA","United States","Team Pursuit, Women","Bronze","3","0","Summer Olympics","Team Pursuit, Women","67266.18787410806","22832576442559.6","0.968435557480329","339436159","41.5","Competed in Olympic Games","1 January 1997 in Brownsburg, Indiana (USA)",NA,"United States","Twenty24 Pro Cycling, (USA) / Canyon–SRAM, Leipzig (GER)",NA,NA,NA,NA,NA,NA
"47","278770","132066","Chloé Dygert","Chloé Dygert (-Owen-)","Female","176","66","1 January 1997","1 January 1997","23","23",NA,"USA","USA","United States","United States",NA,NA,"Indiana","Brownsburg",NA,NA,"2020","Cycling Road","USA","United States","Road Race, Individual, Women",NA,"31","0","Summer Olympics","Road Race, Individual, Women","67266.18787410806","22832576442559.6","0.968435557480329","339436159","41.5","Competed in Olympic Games","1 January 1997 in Brownsburg, Indiana (USA)",NA,"United States","Twenty24 Pro Cycling, (USA) / Canyon–SRAM, Leipzig (GER)",NA,NA,NA,NA,NA,NA
"48","278771","132066","Chloé Dygert","Chloé Dygert (-Owen-)","Female","176","66","1 January 1997","1 January 1997","23","23",NA,"USA","USA","United States","United States",NA,NA,"Indiana","Brownsburg",NA,NA,"2020","Cycling Road","USA","United States","Individual Time Trial, Women",NA,"7","0","Summer Olympics","Individual Time Trial, Women","67266.18787410806","22832576442559.6","0.968435557480329","339436159","41.5","Competed in Olympic Games","1 January 1997 in Brownsburg, Indiana (USA)",NA,"United States","Twenty24 Pro Cycling, (USA) / Canyon–SRAM, Leipzig (GER)",NA,NA,NA,NA,NA,NA
